userId,tmdbIds
1,"[21849, 8391, 880, 391698, 775, 48787, 34574, 140420, 11980, 52856, 27303, 28313, 30304, 41647, 11596, 40480, 11853, 8223, 52873, 97989]"
2,"[47449, 144, 3090, 45325, 49133, 10534, 30157, 52856, 6715, 17961, 11008, 159185, 35588, 38884, 41852, 10543, 27768, 14553, 31546, 8424]"
3,"[116745, 947, 9264, 10276, 15927, 68735, 45317, 17015, 31174, 46785, 10534, 11062, 10149, 18713, 38722, 30304, 387893, 25440, 35588, 70670]"
4,"[20967, 65889, 34760, 3782, 8391, 49133, 51352, 48787, 34574, 140420, 52856, 28313, 159185, 8223, 38955, 23114, 85328, 58985, 1398, 41801]"
5,"[18971, 11782, 10534, 51352, 11104, 10741, 5894, 140420, 6715, 10531, 159185, 72113, 8981, 32513, 10280, 8424, 3085, 20871, 10548, 335]"
6,"[15060, 14342, 12889, 16023, 13253, 7214, 49133, 48750, 11104, 15730, 11546, 50797, 30304, 159185, 9905, 8981, 18242, 80, 31642, 21450]"
7,"[49133, 38884, 36266, 198, 9305, 975, 3086, 37557, 10534, 14069, 52856, 17961, 159185, 8321, 31439, 31642, 44264, 20967, 8766, 47449]"
8,"[2277, 11296, 15762, 13435, 10949, 5894, 14069, 19101, 8981, 70670, 10440, 26408, 15060, 52059, 8424, 36266, 599, 20871, 10938]"
9,"[21032, 20967, 26531, 81310, 468, 34106, 14785, 11787, 9013, 1883, 10784, 2043, 46785, 10949, 30157, 5894, 9071, 15730, 30304, 31439]"
10,"[31439, 10705, 11178, 18161, 68735, 11010, 63076, 10949, 14069, 140420, 50797, 9905, 41647, 387893, 20967, 32562, 8766, 18414, 11902, 9801]"
11,"[11661, 28178, 17015, 34615, 31174, 48750, 46785, 8447, 10534, 32646, 1909, 10531, 21183, 38722, 72113, 31439, 25440, 21450, 18671, 20120]"
12,"[143, 195, 22915, 13704, 17057, 49133, 30157, 52856, 14819, 159185, 315, 11171, 20967, 117629, 38884, 41852, 97989, 10280, 52059, 48144]"
13,"[72113, 82682, 8677, 55787, 11544, 50646, 11860, 10534, 10149, 50797, 4954, 9061, 17961, 38722, 527, 159185, 10436, 25440, 35588, 26408]"
14,"[17015, 9058, 14334, 4480, 2841, 13795, 49133, 11104, 17447, 140420, 77350, 50797, 47504, 40156, 110, 8981, 26391, 9300, 228150, 26408]"
15,"[36266, 147538, 18603, 21849, 67307, 19118, 24249, 8391, 49133, 48750, 391698, 48787, 34574, 27303, 28313, 159185, 8223, 97989, 83186]"
16,"[31439, 9264, 18161, 1636, 37557, 902, 46785, 13685, 10874, 50797, 17961, 30304, 159185, 12527, 26408, 18414, 11902, 922, 10547, 15060]"
17,"[10680, 31023, 67307, 19118, 19133, 24249, 278990, 10741, 291, 21032, 48750, 63076, 391698, 51352, 14819, 159185, 13073, 41852, 97989, 83186]"
18,"[488, 145, 1621, 8764, 45325, 30157, 15730, 52856, 11008, 10497, 1599, 1970, 26890, 1677, 14553, 20318, 981, 804, 31044, 18299]"
19,"[49133, 851, 29251, 12144, 4486, 15119, 3022, 41277, 43004, 31011, 29589, 246741, 7862, 55207, 13990, 74306, 27030, 8391, 391698]"
20,"[44264, 45612, 44115, 49133, 47504, 30304, 152601, 10997, 507, 8766, 38884, 18414, 11902, 922, 18499, 26890, 31546, 36266, 20318, 284]"
21,"[102899, 49133, 21032, 51352, 14069, 52856, 43004, 31642, 228150, 10897, 18499, 10280, 36266, 20318, 29376, 7862, 23114, 85328, 546, 31530]"
22,"[4481, 13222, 6646, 11194, 47168, 12310, 41498, 10086, 880, 775, 30157, 140420, 50797, 10531, 5544, 662, 20967, 97989, 10543, 15060]"
