userId,tmdbIds
1,"[678, 17015, 10693, 31174, 14822, 11782, 10882, 10122, 12761, 396, 11639, 33542, 34584, 1779, 26564, 21873, 50797, 10403, 55551, 30304]"
2,"[14534, 695, 23210, 34615, 15121, 406, 14291, 103, 5894, 11, 627, 12106, 278, 2759, 238, 15765, 524, 11593, 275, 902]"
3,"[686, 7299, 11688, 11010, 77, 8068, 10149, 695, 11969, 68718, 9377, 11362, 623, 429, 3082, 11661, 754, 2649, 60243, 115]"
4,"[3078, 21032, 51352, 11980, 7453, 19101, 3036, 110, 108, 109, 31439, 34152, 10997, 31642, 21450, 44264, 11969, 10897, 41852, 12233]"
5,"[14784, 10741, 44264, 3078, 284, 11113, 10680, 864, 24795, 546, 947, 348, 703, 1633, 3034, 1725, 12102, 11164, 13008, 10414]"
6,"[11017, 8916, 11318, 9398, 15060, 12889, 1649, 206216, 9955, 16023, 207, 12277, 12133, 13253, 14342, 944, 10110, 10419, 123, 8963]"
7,"[1779, 11010, 6471, 421, 10403, 162, 1024, 9798, 244, 100, 3782, 20967, 4543, 922, 10545, 1645, 9428, 426, 567, 705]"
8,"[162, 902, 421, 55, 11017, 10364, 290, 9502, 9602, 14621, 3782, 16869, 4543, 9323, 1018, 10494, 704, 11230, 5236, 13667]"
9,"[710, 9631, 10693, 11010, 10419, 48750, 396, 9208, 1580, 13321, 824, 10531, 12, 522, 2657, 10162, 309, 31439, 36955, 1607]"
10,"[118340, 9277, 1417, 27205, 524, 451, 16859, 31174, 11639, 103, 77, 847, 10949, 14069, 106646, 14334, 15196, 1637, 137106, 8388]"
11,"[11216, 13785, 451, 48750, 9320, 10874, 2011, 6520, 10149, 11546, 308369, 9905, 31439, 10157, 11895, 152601, 9571, 9535, 796, 333371]"
12,"[949, 764, 1547, 22915, 9980, 1406, 9587, 9799, 1372, 10141, 9671, 13704, 1491, 1946, 249, 11857, 7326, 500, 8363, 765]"
13,"[11862, 20758, 10637, 4638, 11636, 22803, 9476, 637, 10191, 9502, 35588, 10502, 176, 13475, 59436, 12113, 272, 2503, 2518, 2277]"
14,"[4584, 17015, 3573, 11216, 409, 9390, 524, 162, 9058, 14334, 15592, 9479, 10490, 1895, 567, 6620, 488, 10228, 15121, 500]"
15,"[4415, 28519, 26522, 21849, 13681, 28569, 10747, 51763, 67307, 32488, 19118, 9686, 11521, 10712, 24249, 111815, 14819, 11593, 11939, 34152]"
16,"[31439, 2039, 18161, 12498, 76341, 451, 687, 9603, 807, 48750, 10220, 808, 11893, 11450, 109, 9502, 14534, 817, 3065, 16406]"
17,"[990, 5544, 880, 775, 5894, 32646, 11593, 8981, 11939, 43004, 20967, 97989, 32513, 18499, 16131, 36266, 242582, 198, 7862, 18203]"
18,"[9087, 330, 562, 8012, 858, 1891, 85, 240, 105, 642, 2064, 154, 168, 1637, 36955, 329, 9450, 524, 16420, 8874]"
19,"[7984, 18971, 51352, 52856, 76, 9905, 315, 41852, 20318, 32574, 31530, 9305, 124837, 975, 13446, 422, 655, 12498, 12709, 74239]"
20,"[31174, 46785, 421, 809, 808, 881, 2292, 12, 1024, 9061, 4476, 18183, 11593, 4518, 30304, 12106, 108, 9487, 3782, 11969]"
21,"[145, 31174, 49133, 14069, 52856, 1909, 19101, 108, 109, 9905, 31439, 10427, 10997, 31642, 21450, 10057, 38884, 27768, 32513, 26890]"
22,"[293660, 140420, 116, 44264, 2288, 3078, 177572, 1585, 12092, 892, 389, 9322, 914, 9443, 396, 77338, 15196, 137106, 8388, 13466]"
23,"[1999, 5544, 51352, 775, 52856, 109, 8981, 11939, 315, 26203, 43004, 44264, 1592, 41852, 97989, 18499, 9323, 4553, 36266, 18299]"
24,"[629, 11860, 31174, 623, 771, 8447, 103, 10451, 1645, 199, 11381, 8987, 35588, 10502, 14275, 8866, 11231, 278, 274, 252]"
25,"[9591, 10218, 1213, 14, 54825, 1597, 18203, 9450, 8874, 2300, 1891, 68, 32513, 26890, 409, 78, 238, 5503, 7300, 7863]"
26,"[55, 949, 45317, 11636, 20453, 78237, 10683, 152601, 50348, 9571, 70670, 269149, 10442, 19666, 2196, 8618, 8424, 59, 11362, 37094]"
27,"[9298, 27205, 12665, 9603, 26564, 309, 31439, 8587, 9571, 78, 891, 2105, 22617, 32513, 532, 3573, 567, 157336, 2039, 10938]"
28,"[3078, 4584, 18203, 1092, 34106, 3116, 901, 21032, 524, 31174, 51352, 26564, 8068, 52856, 76, 19101, 14334, 9905, 20306, 193]"
29,"[272, 902, 8447, 845, 8467, 3049, 8587, 558, 100, 788, 10315, 581, 817, 1018, 704, 8923, 9428, 567, 157336, 2270]"
30,"[30020, 19348, 10613, 125707, 35650, 46738, 17295, 8391, 391698, 51352, 775, 30157, 48787, 34574, 27303, 19101, 28313, 110, 9067]"
31,"[10162, 9386, 10442, 891, 613, 9675, 15, 62, 11362, 334, 892, 947, 703, 696, 5925, 20352, 191903, 925, 15258, 2649]"
32,"[4584, 687, 686, 9802, 1909, 10525, 18713, 7299, 14, 180, 3573, 11688, 278, 424, 4954, 1954, 2048, 101, 274, 629]"
33,"[532, 129, 587, 103, 14275, 109, 18414, 9323, 935, 981, 3529, 4480, 10161, 1412, 311, 387, 13667, 765, 11314, 8816]"
34,"[9905, 32574, 144, 18971, 1554, 9366, 68924, 396, 30197, 9821, 11416, 10388, 16642, 11787, 777, 1879, 63076, 19101, 108, 109]"
35,"[21349, 863, 2277, 10219, 15602, 524, 17015, 10693, 9740, 77338, 2657, 11593, 109, 12527, 1777, 100, 9451, 319, 18784, 2667]"
36,"[34615, 10534, 11062, 103, 30157, 5894, 15730, 10683, 38722, 12106, 10497, 47449, 532, 26890, 238, 11159, 68, 7863, 23210, 531]"
