userId,tmdbIds
332,"[197, 490, 550, 1908, 10774, 239, 280, 244786, 238, 642, 120, 210577, 398, 18203, 16219, 769, 8327, 1092, 147, 592]"
528,"[278, 11971, 11499, 1585, 770, 940, 1422, 963, 431, 145, 642, 104, 30278, 11787, 5723, 143, 37247, 12162, 1440, 627]"
292,"[12405, 10149, 21635, 106646, 2981, 10110, 11499, 41778, 1245, 22794, 9026, 1092, 11787, 346, 45612, 11153, 4539, 205596, 10911, 13365]"
9,"[539, 567, 655, 79519, 963, 770, 10403, 1092, 20532, 10938, 1578, 7340, 83500, 8321, 2039, 2493, 278, 11050, 183386, 32499]"
620,"[10404, 157336, 44754, 16363, 2493, 84334, 11712, 57158, 388, 21635, 17204, 22490, 27022, 698, 67479, 4169, 424, 265195, 983, 41647]"
505,"[240, 963, 10868, 826, 16219, 6418, 26890, 61536, 36492, 145, 1891, 575, 10949, 21849, 595, 13222, 14275, 16958, 614, 5879]"
235,"[30192, 1891, 3083, 18203, 1245, 10193, 983, 10548, 147, 18197, 1422, 9461, 9281, 2260, 3116, 37853, 11174, 981, 8424, 6075]"
119,"[9461, 887, 752, 16219, 11787, 8392, 3086, 38688, 3432, 10193, 8927, 11321, 961, 8219, 826, 1491, 1245, 194, 891, 47931]"
184,"[18203, 1891, 11216, 14280, 935, 15, 83500, 346, 265195, 996, 592, 639, 1245, 1961, 887, 2011, 240, 895, 703, 10590]"
278,"[11499, 28178, 11230, 18203, 16858, 11257, 185, 278, 13475, 614, 592, 11544, 11368, 21635, 11216, 11533, 891, 3083, 38688, 9461]"
664,"[265195, 28178, 11489, 23210, 14291, 3116, 713, 144, 15, 10149, 41647, 51362, 16858, 406, 2771, 18197, 16153, 170, 832]"
294,"[490, 11787, 198, 26719, 205, 103, 28436, 4588, 10669, 3116, 238, 12163, 12102, 777, 22292, 77, 2670, 922, 1675, 7485]"
309,"[963, 84892, 16219, 11499, 11216, 18203, 265195, 3063, 145, 769, 52059, 1391, 1939, 2981, 770, 21635, 3078, 2118, 9470, 2028]"
491,"[103, 10774, 9806, 873, 32562, 587, 10548, 84892, 191903, 37853, 582, 983, 1675, 223, 3078, 704, 24428, 7984, 488, 963]"
73,"[20283, 23210, 14412, 22490, 903, 3090, 1124, 2118, 539, 1939, 37853, 1245, 12445, 10217, 9026, 18203, 23111, 17343, 3085, 2011]"
234,"[1245, 963, 826, 175291, 57211, 205596, 2981, 398, 1779, 840, 10193, 510, 18203, 77016, 240, 1653, 44264, 41647, 424, 539]"
198,"[46785, 1591, 280, 11, 32961, 1891, 18203, 278, 28178, 963, 11356, 239, 42359, 783, 244786, 3078, 826, 11787, 68735, 30157]"
508,"[424, 1891, 8424, 3063, 1675, 829, 22490, 11, 11028, 630, 28216, 20561, 239, 11216, 64802, 18984, 5925, 613, 289]"
15,"[145, 1961, 18203, 996, 22490, 167966, 7485, 813, 10139, 40423, 47620, 3063, 3078, 2771, 3083, 3432, 144953, 9281, 30192, 22292]"
102,"[28178, 9008, 265195, 34106, 891, 52856, 240, 27367, 77, 1783, 9026, 1675, 52059, 1961, 27958, 38055, 13339, 53079, 49047, 62211]"
624,"[9474, 20561, 22292, 9461, 1245, 3080, 10404, 1672, 18203, 2291, 426, 7294, 424, 614, 264644, 1592, 278, 303742, 21734, 30192]"
181,"[265195, 770, 587, 238, 11787, 2056, 2260, 10548, 11499, 7485, 239, 205220, 963, 3063, 85350, 1675, 141, 22490, 3116, 592]"
568,"[289, 11787, 11499, 16219, 59436, 191903, 12535, 752, 11072, 286217, 122, 76, 1245, 38688, 378, 303, 28178, 9026, 11544, 11533]"
463,"[433, 20283, 226, 84892, 3063, 961, 41647, 18203, 777, 627, 24447, 185, 52013, 3293, 3078, 25682, 14118, 21734, 15927, 1092]"
41,"[18203, 28178, 550, 627, 587, 1591, 887, 935, 10938, 666, 13365, 42015, 10683, 170767, 436, 3078, 1440, 11713, 910, 936]"
245,"[8424, 52013, 783, 963, 150540, 1422, 278, 891, 468, 147, 11828, 9277, 14291, 24664, 3080, 770, 18203, 10133, 1245, 28178]"
56,"[21734, 289, 10403, 38688, 3103, 36288, 655, 21635, 398, 9026, 11499, 76493, 111, 11541, 238, 18197, 11321, 36040, 11327]"
529,"[9428, 77338, 235, 374454, 666, 10218, 129, 3432, 675, 3083, 16219, 145, 378, 2981, 10851, 18984, 1391, 11314, 8195, 285]"
514,"[490, 10403, 18203, 492, 20352, 11898, 769, 747, 1675, 3078, 887, 77, 84892, 11499, 47943, 10683, 24664, 1092, 866]"
247,"[10744, 770, 104, 145, 1715, 11787, 28178, 966, 17015, 21131, 238, 1949, 244, 7485, 17131, 666, 18203, 54138, 10315, 1245]"
268,"[3063, 18203, 2260, 1908, 16958, 43525, 84892, 44737, 592, 963, 7294, 1665, 10548, 38055, 11031, 191903, 8424, 10938, 19173, 850]"
653,"[1245, 6418, 11216, 15, 625, 38688, 9461, 8447, 424, 567, 963, 592, 10218, 826, 11828, 239, 274, 28178, 10193]"
412,"[79519, 1245, 3085, 1621, 11787, 41647, 10193, 752, 22490, 11321, 981, 1440, 18203, 7090, 640, 169607, 769, 32562, 10744, 1092]"
391,"[11787, 22490, 11216, 1961, 145, 9281, 11321, 32961, 14886, 111815, 1091, 37247, 121, 28436, 873, 10744, 1440, 7485, 910, 378]"
17,"[18203, 961, 10193, 16859, 770, 1908, 436, 539, 10679, 28, 887, 32569, 654, 11713, 1675, 42015, 3085, 1440, 11230, 10315]"
188,"[592, 424, 8469, 239, 11787, 497, 627, 9479, 1245, 84892, 892, 3078, 1779, 83500, 625, 2981, 41647, 814, 107, 666]"
378,"[18197, 625, 146, 10193, 10403, 278, 2640, 41647, 10133, 7984, 4973, 240, 1891, 2000, 16219, 567, 239, 3309, 10548, 32562]"
195,"[51927, 11787, 2493, 935, 983, 20561, 32562, 16219, 2118, 21635, 1552, 3103, 216, 11828, 18947, 1245, 77338, 8392, 857, 19185]"
