userId,tmdbIds
332,"[14447, 115, 424, 17208, 36819, 191903, 678, 4935, 13377, 286217, 44264, 289, 13958, 278, 29015, 28313, 14242, 100, 11023, 187]"
528,"[678, 1578, 37247, 3090, 30197, 238, 5187, 11216, 3133, 1585, 14242, 30142, 303, 29193, 191903, 37136, 3082, 35650, 39323, 11293]"
292,"[599, 488, 289, 10515, 655, 37247, 24831, 13685, 18784, 36266, 10315, 286217, 296100, 887, 10110, 52013, 39781, 7549, 15927, 687]"
9,"[157336, 8390, 4485, 13667, 15119, 696, 968, 81, 20553, 1908, 530, 629, 1578, 599, 3112, 5769, 783, 37247, 36266, 10515]"
620,"[100, 14285, 36266, 783, 278, 592, 492, 121, 10868, 28178, 191903, 891, 104, 829, 9362, 30197, 6575, 10774, 388, 777]"
505,"[238, 8618, 296100, 146, 5769, 17204, 530, 963, 100, 4485, 37853, 77, 10613, 12311, 34505, 5176, 655, 40423, 91487, 678]"
235,"[10549, 122, 85, 525, 17927, 3082, 37247, 510, 829, 23427, 654, 492, 532, 36266, 11368, 1578, 30197, 10774, 110, 7326]"
119,"[17204, 13958, 41647, 275, 1883, 147, 51876, 961, 21575, 19851, 24124, 9504, 36040, 70027, 36266, 35650, 11047, 58062, 21450, 8390]"
184,"[21450, 289, 629, 46829, 100, 53803, 155, 3090, 37247, 14242, 10683, 947, 96721, 191903, 891, 238, 36266, 28696, 42618, 981]"
278,"[12259, 46829, 36266, 387, 37136, 36041, 14275, 207703, 10315, 280, 44754, 961, 32499, 342786, 3133, 20318, 67217, 10729, 3110, 625]"
664,"[678, 567, 829, 492, 46829, 12186, 24128, 24481, 3110, 21450, 10549, 14242, 51352, 68924, 212, 74306, 14275, 9013, 27375, 1578]"
294,"[10515, 36266, 11645, 37853, 7549, 13783, 567, 829, 96721, 598, 23168, 28696, 77338, 4935, 10386, 67307, 10528, 21189, 783, 74465]"
309,"[14285, 14580, 387, 9517, 599, 1124, 391698, 7549, 10683, 3085, 36266, 52961, 8198, 120467, 1389, 4203, 15142, 650, 14242, 17494]"
491,"[36266, 10191, 10774, 4977, 20553, 3133, 1491, 968, 629, 11973, 26332, 27725, 3112, 642, 28178, 16070, 13958, 510, 18971, 37853]"
73,"[21450, 238, 666, 42176, 37247, 891, 14242, 770, 1779, 11645, 221, 488, 1372, 239, 678, 21575, 3133, 28178, 4485, 14295]"
234,"[36266, 3529, 3078, 981, 10549, 567, 10774, 213, 16559, 3133, 10511, 4977, 10613, 34760, 155, 91487, 109, 3082, 191903, 22292]"
198,"[37247, 592, 100, 1992, 9013, 678, 91487, 74643, 603, 10632, 21450, 56830, 702, 1578, 100402, 20367, 32562, 192, 278, 9504]"
508,"[492, 654, 155, 776, 4935, 20532, 2457, 37136, 62, 891, 194, 14295, 829, 14447, 26332, 592, 30142, 10536, 275, 14736]"
15,"[20318, 655, 625, 12259, 22490, 3086, 134597, 62, 29912, 5996, 3121, 3078, 5769, 11216, 872, 963, 131313, 3065, 3486, 1372]"
102,"[406, 58467, 501, 40694, 1124, 39323, 423, 13685, 807, 650, 27725, 191903, 132363, 783, 9267, 827, 11971, 14295, 4935, 55]"
624,"[783, 275, 625, 37247, 16858, 296100, 6575, 286217, 10331, 678, 96721, 26689, 1779, 14295, 81, 5769, 37853, 389, 303, 10445]"
181,"[11971, 121, 14, 15119, 629, 103, 36266, 32961, 14580, 14242, 599, 525, 13685, 14285, 2493, 11898, 19797, 3133, 308531, 603]"
568,"[3133, 36266, 947, 783, 46829, 11878, 829, 603, 14242, 3078, 16373, 11645, 77338, 639, 58467, 37247, 654, 539, 294254, 7549]"
463,"[29015, 27686, 3078, 3133, 1779, 278, 14242, 1578, 16274, 1599, 36676, 8390, 10683, 20324, 16148, 3065, 783, 1251, 8068, 53803]"
41,"[100, 1585, 3082, 109414, 275, 629, 1578, 26408, 1372, 24128, 132363, 5176, 3078, 3133, 15927, 31657, 191903, 381, 278, 239563]"
245,"[654, 9475, 11368, 14242, 1908, 9013, 887, 497, 11971, 18784, 891, 96721, 42618, 37247, 599, 43239, 14447, 37136, 963, 650]"
56,"[14580, 39323, 58467, 10515, 18203, 213, 9684, 37853, 91487, 14412, 42618, 77338, 191903, 26621, 53803, 215875, 15512, 119675, 3529, 125707]"
529,"[189197, 286217, 43266, 81, 3133, 53803, 10191, 3082, 625, 274, 36266, 492, 1941, 25284, 14711, 42176, 205596, 14537, 23427, 1726]"
514,"[205596, 238, 37247, 27725, 37853, 21450, 845, 10548, 19156, 42225, 45269, 20553, 14537, 3082, 678, 829, 12311, 24428, 587, 125707]"
247,"[387, 53803, 3078, 914, 903, 1578, 16239, 7863, 129, 3082, 77, 125707, 2295, 37853, 103, 62, 275, 11645, 1372, 37247]"
268,"[58467, 223, 278, 13958, 1372, 311, 629, 129, 49963, 14447, 5769, 1908, 92326, 14242, 855, 14050, 36492, 46689, 11121, 17208]"
653,"[947, 1578, 567, 11318, 155, 14580, 4808, 829, 77, 10590, 492, 58467, 14574, 891, 903, 3078, 35650, 3133, 1992, 29015]"
412,"[1251, 155, 961, 1669, 28696, 10536, 26332, 4485, 2292, 84892, 11498, 3133, 37247, 13716, 783, 11216, 968, 238, 21450, 3090]"
391,"[275, 640, 680, 239, 37247, 20553, 530, 525, 77, 108, 599, 122, 475, 10784, 152795, 8618, 21032, 32294, 10217, 1900]"
17,"[838, 205596, 654, 598, 3082, 3078, 18784, 961, 13377, 132344, 17431, 3080, 1578, 16876, 58467, 39323, 244, 284, 11545, 15555]"
188,"[275, 238, 3309, 100, 46829, 36266, 629, 783, 303, 1578, 630, 37247, 109424, 387, 10191, 696, 10403, 492, 3080, 145247]"
378,"[10774, 3133, 36266, 1779, 10191, 3078, 37853, 4192, 279, 658, 10683, 630, 191903, 783, 11, 22490, 11971, 13958, 238, 3065]"
195,"[783, 678, 3112, 35650, 23168, 3090, 238, 100, 625, 152532, 10191, 5176, 30142, 36266, 5769, 244, 18148, 32562, 205596, 550]"
472,"[4977, 11645, 12761, 96966, 550, 19348, 311, 4485, 53803, 274, 157409, 12776, 5921, 41488, 105864, 28288, 24078, 12703, 21575, 2503]"
353,"[424, 530, 629, 275, 278, 10515, 36266, 239, 3082, 625, 3078, 10511, 1908, 21450, 11645, 961, 550, 103, 567, 100]"
548,"[550, 238, 1779, 32961, 424, 346, 872, 1941, 81, 3529, 4935, 53803, 17208, 30180, 32562, 121, 1585, 11645, 191903, 1377]"
483,"[238, 3078, 279, 36266, 10403, 17204, 5921, 31657, 961, 28178, 137106, 829, 10997, 3133, 11031, 1578, 9267, 11645, 275, 30197]"
636,"[10683, 37247, 27375, 100, 12150, 278927, 678, 1377, 46829, 981, 3082, 500, 19851, 23427, 96721, 10515, 100402, 625, 903, 53803]"
471,"[10549, 696, 10882, 26332, 147773, 3082, 629, 975, 37853, 30197, 9905, 16148, 492, 32574, 11971, 20532, 3078, 303, 510, 58467]"
321,"[10613, 11562, 53803, 10632, 11023, 37247, 1372, 46829, 550, 191903, 14242, 6575, 5187, 9388, 311, 58467, 238, 387, 155, 3133]"
224,"[3133, 9013, 783, 37247, 1779, 891, 191903, 629, 129, 62, 4935, 223, 6575, 20565, 259389, 424, 5769, 18857, 13, 58467]"
380,"[3082, 10683, 238, 14242, 14580, 259389, 284, 29015, 85, 37247, 17208, 303, 3133, 77338, 42618, 105864, 696, 13, 14447, 3090]"
494,"[14580, 598, 532, 3082, 14295, 3090, 4935, 961, 2000, 155, 36266, 11971, 599, 4485, 103, 24481, 37247, 630, 15927, 37181]"
468,"[17208, 388, 205596, 275, 81, 5769, 22490, 598, 11645, 53803, 1547, 14337, 235, 625, 4485, 1941, 981, 550, 46829, 58467]"
407,"[10403, 100, 37247, 10683, 10549, 21, 650, 15730, 9517, 567, 129, 28696, 10315, 625, 5769, 1578, 654, 2204, 3082, 42618]"
311,"[19082, 120467, 567, 11645, 109445, 24124, 10613, 10188, 246741, 12105, 9905, 3133, 1672, 10548, 11474, 1902, 25239, 2000, 829, 77]"
480,"[16869, 58467, 56830, 13915, 37853, 9451, 15927, 27686, 678, 3133, 1245, 10632, 436, 9540, 109445, 381, 1585, 25284, 10191, 134]"
547,"[12703, 19, 488, 431, 8392, 4977, 187, 51352, 650, 36266, 119675, 76, 11137, 65215, 27725, 892, 9323, 4935, 16219, 845]"
595,"[10515, 2493, 36266, 56830, 11286, 100, 37247, 783, 109, 31657, 3486, 32961, 855, 7294, 8195, 115, 10774, 67307, 11645, 424]"
384,"[294254, 52856, 3082, 14285, 975, 56830, 3133, 106646, 16274, 3090, 4480, 4977, 21734, 7549, 3078, 2457, 37247, 3083, 238, 7219]"
242,"[14242, 783, 13377, 191903, 387, 10683, 678, 32961, 27375, 205596, 3133, 103, 7549, 855, 1591, 839, 2428, 12140, 278, 29015]"
