userId,tmdbIds
1,"[12665, 11010, 14275, 712, 10440, 424, 26408, 275, 426, 213, 239, 31044, 599, 705, 381, 198, 220, 3083, 32574, 18203]"
2,"[3065, 40001, 1770, 2323, 814, 10603, 26180, 9844, 9715, 13597, 2887, 11336, 11522, 2028, 11622, 9346, 16288, 11393, 11005, 11176]"
3,"[436, 14181, 11004, 9358, 338, 650, 16, 943, 9454, 37135, 116, 9532, 4247, 9489, 13193, 398, 10220, 9285, 10314, 142]"
4,"[194, 36557, 7453, 1024, 19101, 9675, 36344, 8356, 15764, 4481, 155, 422, 1726, 54102, 1271, 3035, 104, 16642, 12220, 961]"
5,"[12280, 9716, 6217, 17917, 15300, 15171, 12159, 4771, 8961, 23033, 1164, 1371, 1909, 9693, 24795, 11114, 8321, 13685, 9058, 81310]"
6,"[409, 657, 9343, 11544, 10681, 3090, 2503, 9476, 11778, 19995, 14160, 1271, 27205, 49026, 58574, 10633, 10528, 13475, 9693, 18129]"
7,"[9308, 9401, 42314, 38251, 12145, 9448, 1618, 598, 118340, 652, 641, 764, 646, 533, 423, 9450, 605, 10162, 31023, 10697]"
8,"[12665, 12158, 9090, 9058, 888, 13595, 7461, 8618, 11238, 14370, 638, 10155, 9715, 18331, 15300, 11374, 10210, 1090, 10390, 14429]"
9,"[400, 1024, 116, 594, 16771, 34444, 8699, 15765, 10467, 747, 44705, 9716, 10161, 10322, 8816, 9522, 10549, 10806, 4415, 2321]"
10,"[11318, 11382, 11257, 24452, 26578, 17015, 37512, 33560, 32085, 27526, 9283, 10149, 35395, 1024, 8220, 10452, 34152, 24257, 20239, 11592]"
11,"[9603, 259209, 11472, 14275, 935, 5925, 9388, 75612, 140607, 4584, 9087, 8012, 9273, 28257, 710, 11448, 11010, 2054, 46785, 40154]"
12,"[1894, 36557, 9737, 47608, 7453, 16295, 2048, 2502, 10447, 32308, 20759, 2288, 787, 22292, 3083, 9722, 18129, 8428, 149, 11314]"
